REVIEW_STATUS,USER_SELECTION,LIVE_RIDE_NAME__MATCH_THIS,PARK__MUST_MATCH,QUEUE_TIMES_PARK_ID,QUEUE_TIMES_RIDE_ID,EXISTING_CATALOG_ID,EXISTING_CATALOG_NAME,EXISTING_MATCH_REASON,RECOMMENDED_SELECTION,WHAT_TO_VERIFY,MANUAL_LATITUDE,MANUAL_LONGITUDE,REVIEW_NOTES,SOURCE_PAGE,CANDIDATE_1_TPW_ID,CANDIDATE_1_NAME,CANDIDATE_1_ENTITY_TYPE,CANDIDATE_1_SCORE,CANDIDATE_1_LATITUDE,CANDIDATE_1_LONGITUDE,CANDIDATE_1_MAP,CANDIDATE_1_API,CANDIDATE_2_TPW_ID,CANDIDATE_2_NAME,CANDIDATE_2_ENTITY_TYPE,CANDIDATE_2_SCORE,CANDIDATE_2_LATITUDE,CANDIDATE_2_LONGITUDE,CANDIDATE_2_MAP,CANDIDATE_2_API,CANDIDATE_3_TPW_ID,CANDIDATE_3_NAME,CANDIDATE_3_ENTITY_TYPE,CANDIDATE_3_SCORE,CANDIDATE_3_LATITUDE,CANDIDATE_3_LONGITUDE,CANDIDATE_3_MAP,CANDIDATE_3_API
AUTO_RECOMMENDED,CANDIDATE_12,Jurassic World VelociCoaster,Islands of Adventure,64,8721,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-07-departure.md,61079a31-4165-4fb0-b36f-c01c5971f80a,Jurassic World VelociCoaster,ATTRACTION,1,28.471429,-81.472284,"https://www.google.com/maps/search/?api=1&query=28.471429,-81.472284",https://api.themeparks.wiki/v1/entity/61079a31-4165-4fb0-b36f-c01c5971f80a,db5b2165-15c2-4e51-8bd1-611e9c351866,Jurassic Park River Adventure,ATTRACTION,0.3671,28.470597,-81.473134,"https://www.google.com/maps/search/?api=1&query=28.470597,-81.473134",https://api.themeparks.wiki/v1/entity/db5b2165-15c2-4e51-8bd1-611e9c351866,22dcd29e-d76a-45cd-b44a-dd6350dc3f8a,Jurassic Park Discovery Center,ATTRACTION,0.3618,28.47156,-81.47265,"https://www.google.com/maps/search/?api=1&query=28.47156,-81.47265",https://api.themeparks.wiki/v1/entity/22dcd29e-d76a-45cd-b44a-dd6350dc3f8a
AUTO_RECOMMENDED,CANDIDATE_13,"Me Ship, The Olive",Islands of Adventure,64,6013,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,8babd50d-c570-423b-bd53-d040cad3e087,"Me Ship, The Olive®",ATTRACTION,1,28.4709684,-81.4712606,"https://www.google.com/maps/search/?api=1&query=28.4709684,-81.4712606",https://api.themeparks.wiki/v1/entity/8babd50d-c570-423b-bd53-d040cad3e087,f6d4294c-8825-4712-a891-36d45b5eb0f4,Seuss Character Zone,SHOW,0.2,28.473045,-81.47006,"https://www.google.com/maps/search/?api=1&query=28.473045,-81.47006",https://api.themeparks.wiki/v1/entity/f6d4294c-8825-4712-a891-36d45b5eb0f4,23b613e0-ae83-455b-9163-231bdbd5c427,Flight of the Hippogriff™,ATTRACTION,0.1886,28.472416,-81.473636,"https://www.google.com/maps/search/?api=1&query=28.472416,-81.473636",https://api.themeparks.wiki/v1/entity/23b613e0-ae83-455b-9163-231bdbd5c427
MANUAL_REVIEW,CANDIDATE_14,Ollivanders Experience in Hogsmeade,Islands of Adventure,64,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,d7310719-f158-4d92-a476-13202c7162cd,Ollivanders™ Experience in Hogsmeade™,SHOW,0.6369,28.472809,-81.473077,"https://www.google.com/maps/search/?api=1&query=28.472809,-81.473077",https://api.themeparks.wiki/v1/entity/d7310719-f158-4d92-a476-13202c7162cd,144450b9-4574-46be-abdf-4b1ca8974d9d,Hogwarts Express™ - Hogsmeade™ Station,ATTRACTION,0.2863,28.47335422690903,-81.47246613,"https://www.google.com/maps/search/?api=1&query=28.47335422690903,-81.47246613265335",https://api.themeparks.wiki/v1/entity/144450b9-4574-46be-abdf-4b1ca8974d9d,370ba4d1-f199-4dc2-be6d-6bb09b442891,Skull Island: Reign of Kong™,ATTRACTION,0.227,28.469317,-81.473013,"https://www.google.com/maps/search/?api=1&query=28.469317,-81.473013",https://api.themeparks.wiki/v1/entity/370ba4d1-f199-4dc2-be6d-6bb09b442891
AUTO_RECOMMENDED,CANDIDATE_15,"One Fish, Two Fish, Red Fish, Blue Fish",Islands of Adventure,64,,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,b1e94e05-b360-4e3f-be8a-2a3744a97f97,"One Fish, Two Fish, Red Fish, Blue Fish™",ATTRACTION,0.9268,28.47319743915079,-81.46935129,"https://www.google.com/maps/search/?api=1&query=28.47319743915079,-81.46935129242817",https://api.themeparks.wiki/v1/entity/b1e94e05-b360-4e3f-be8a-2a3744a97f97,fa743143-281b-4b5b-b87b-d49fcb006772,The Incredible Hulk Coaster®,ATTRACTION,0.1864,28.47119511093205,-81.46894554,"https://www.google.com/maps/search/?api=1&query=28.47119511093205,-81.46894554339816",https://api.themeparks.wiki/v1/entity/fa743143-281b-4b5b-b87b-d49fcb006772,8babd50d-c570-423b-bd53-d040cad3e087,"Me Ship, The Olive®",ATTRACTION,0.1796,28.4709684,-81.4712606,"https://www.google.com/maps/search/?api=1&query=28.4709684,-81.4712606",https://api.themeparks.wiki/v1/entity/8babd50d-c570-423b-bd53-d040cad3e087
AUTO_RECOMMENDED,CANDIDATE_16,Popeye & Bluto's Bilge-Rat Barges,Islands of Adventure,64,5998,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,b4445a1c-4d5c-4fca-a04a-f8867f1b6619,Popeye & Bluto's Bilge-Rat Barges®,ATTRACTION,1,28.470448,-81.471401,"https://www.google.com/maps/search/?api=1&query=28.470448,-81.471401",https://api.themeparks.wiki/v1/entity/b4445a1c-4d5c-4fca-a04a-f8867f1b6619,2f95b213-daaa-4370-8349-c2cd57be470e,Doctor Doom's Fearfall®,ATTRACTION,0.2257,28.470678,-81.469502,"https://www.google.com/maps/search/?api=1&query=28.470678,-81.469502",https://api.themeparks.wiki/v1/entity/2f95b213-daaa-4370-8349-c2cd57be470e,905d7888-b866-4e74-90d1-07fc6ef6706f,Dudley Do-Right's Ripsaw Falls®,ATTRACTION,0.2121,28.4695018,-81.4714998,"https://www.google.com/maps/search/?api=1&query=28.4695018,-81.4714998",https://api.themeparks.wiki/v1/entity/905d7888-b866-4e74-90d1-07fc6ef6706f
AUTO_RECOMMENDED,CANDIDATE_17,Pteranodon Flyers,Islands of Adventure,64,5999,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,3daca54f-50f0-44e9-a993-d706ce7520a0,Pteranodon Flyers,ATTRACTION,1,28.470164,-81.472939,"https://www.google.com/maps/search/?api=1&query=28.470164,-81.472939",https://api.themeparks.wiki/v1/entity/3daca54f-50f0-44e9-a993-d706ce7520a0,6af80308-647d-4d8b-bcf6-37517a93bdbc,Harry Potter and the Forbidden Journey™,ATTRACTION,0.2283,28.472265,-81.4735195,"https://www.google.com/maps/search/?api=1&query=28.472265,-81.4735195",https://api.themeparks.wiki/v1/entity/6af80308-647d-4d8b-bcf6-37517a93bdbc,c6c26dd9-bb82-49de-9fca-9245be6a8081,Meet Spider-Man and the Marvel® Super Heroes,SHOW,0.2161,28.470814,-81.46975,"https://www.google.com/maps/search/?api=1&query=28.470814,-81.46975",https://api.themeparks.wiki/v1/entity/c6c26dd9-bb82-49de-9fca-9245be6a8081
MANUAL_REVIEW,CANDIDATE_18,Skull Island: Reign of Kong,Islands of Adventure,64,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,370ba4d1-f199-4dc2-be6d-6bb09b442891,Skull Island: Reign of Kong™,ATTRACTION,0.863,28.469317,-81.473013,"https://www.google.com/maps/search/?api=1&query=28.469317,-81.473013",https://api.themeparks.wiki/v1/entity/370ba4d1-f199-4dc2-be6d-6bb09b442891,23b613e0-ae83-455b-9163-231bdbd5c427,Flight of the Hippogriff™,ATTRACTION,0.2563,28.472416,-81.473636,"https://www.google.com/maps/search/?api=1&query=28.472416,-81.473636",https://api.themeparks.wiki/v1/entity/23b613e0-ae83-455b-9163-231bdbd5c427,d7310719-f158-4d92-a476-13202c7162cd,Ollivanders™ Experience in Hogsmeade™,SHOW,0.2369,28.472809,-81.473077,"https://www.google.com/maps/search/?api=1&query=28.472809,-81.473077",https://api.themeparks.wiki/v1/entity/d7310719-f158-4d92-a476-13202c7162cd
AUTO_RECOMMENDED,CANDIDATE_19,Storm Force Accelatron,Islands of Adventure,64,6003,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,b694d5a5-155e-4796-af7e-5dbdcf3deba4,Storm Force Accelatron®,ATTRACTION,1,28.471007,-81.468794,"https://www.google.com/maps/search/?api=1&query=28.471007,-81.468794",https://api.themeparks.wiki/v1/entity/b694d5a5-155e-4796-af7e-5dbdcf3deba4,2f95b213-daaa-4370-8349-c2cd57be470e,Doctor Doom's Fearfall®,ATTRACTION,0.225,28.470678,-81.469502,"https://www.google.com/maps/search/?api=1&query=28.470678,-81.469502",https://api.themeparks.wiki/v1/entity/2f95b213-daaa-4370-8349-c2cd57be470e,db5b2165-15c2-4e51-8bd1-611e9c351866,Jurassic Park River Adventure,ATTRACTION,0.2157,28.470597,-81.473134,"https://www.google.com/maps/search/?api=1&query=28.470597,-81.473134",https://api.themeparks.wiki/v1/entity/db5b2165-15c2-4e51-8bd1-611e9c351866
AUTO_RECOMMENDED,CANDIDATE_20,The Amazing Adventures of Spider-Man,Islands of Adventure,64,5985,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-07-departure.md,6be23178-7d00-4884-9e88-76787da1df86,The Amazing Adventures of Spider-Man®,ATTRACTION,1,28.4705456,-81.469852,"https://www.google.com/maps/search/?api=1&query=28.4705456,-81.469852",https://api.themeparks.wiki/v1/entity/6be23178-7d00-4884-9e88-76787da1df86,c6c26dd9-bb82-49de-9fca-9245be6a8081,Meet Spider-Man and the Marvel® Super Heroes,SHOW,0.2869,28.470814,-81.46975,"https://www.google.com/maps/search/?api=1&query=28.470814,-81.46975",https://api.themeparks.wiki/v1/entity/c6c26dd9-bb82-49de-9fca-9245be6a8081,23b613e0-ae83-455b-9163-231bdbd5c427,Flight of the Hippogriff™,ATTRACTION,0.2537,28.472416,-81.473636,"https://www.google.com/maps/search/?api=1&query=28.472416,-81.473636",https://api.themeparks.wiki/v1/entity/23b613e0-ae83-455b-9163-231bdbd5c427
MANUAL_REVIEW,CANDIDATE_21,The Cat in The Hat,Islands of Adventure,64,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,2365495a-790b-4a41-831e-65592c8a4359,The Cat in The Hat™,ATTRACTION,0.775,28.472969,-81.46928,"https://www.google.com/maps/search/?api=1&query=28.472969,-81.46928",https://api.themeparks.wiki/v1/entity/2365495a-790b-4a41-831e-65592c8a4359,d7310719-f158-4d92-a476-13202c7162cd,Ollivanders™ Experience in Hogsmeade™,SHOW,0.2379,28.472809,-81.473077,"https://www.google.com/maps/search/?api=1&query=28.472809,-81.473077",https://api.themeparks.wiki/v1/entity/d7310719-f158-4d92-a476-13202c7162cd,391dea99-303d-42a1-aa86-a846d1c1fa1f,If I Ran The Zoo™,ATTRACTION,0.2292,28.472643,-81.4696767,"https://www.google.com/maps/search/?api=1&query=28.472643,-81.4696767",https://api.themeparks.wiki/v1/entity/391dea99-303d-42a1-aa86-a846d1c1fa1f
AUTO_RECOMMENDED,CANDIDATE_22,The High in the Sky Seuss Trolley Train Ride!,Islands of Adventure,64,,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,b73e3256-9ee0-439e-9a3b-ffed287e10bb,The High in the Sky Seuss Trolley Train Ride!™,ATTRACTION,0.9342,28.473011,-81.470178,"https://www.google.com/maps/search/?api=1&query=28.473011,-81.470178",https://api.themeparks.wiki/v1/entity/b73e3256-9ee0-439e-9a3b-ffed287e10bb,f6d4294c-8825-4712-a891-36d45b5eb0f4,Seuss Character Zone,SHOW,0.2353,28.473045,-81.47006,"https://www.google.com/maps/search/?api=1&query=28.473045,-81.47006",https://api.themeparks.wiki/v1/entity/f6d4294c-8825-4712-a891-36d45b5eb0f4,9ad98d6a-e81a-4408-b5df-1ea832fe0b19,Oh! The Stories You'll Hear!™,SHOW,0.2164,28.473174,-81.469966,"https://www.google.com/maps/search/?api=1&query=28.473174,-81.469966",https://api.themeparks.wiki/v1/entity/9ad98d6a-e81a-4408-b5df-1ea832fe0b19
AUTO_RECOMMENDED,CANDIDATE_23,The Incredible Hulk Coaster,Islands of Adventure,64,6004,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-05-islands-of-adventure.md,fa743143-281b-4b5b-b87b-d49fcb006772,The Incredible Hulk Coaster®,ATTRACTION,1,28.47119511093205,-81.46894554,"https://www.google.com/maps/search/?api=1&query=28.47119511093205,-81.46894554339816",https://api.themeparks.wiki/v1/entity/fa743143-281b-4b5b-b87b-d49fcb006772,61079a31-4165-4fb0-b36f-c01c5971f80a,Jurassic World VelociCoaster,ATTRACTION,0.2588,28.471429,-81.472284,"https://www.google.com/maps/search/?api=1&query=28.471429,-81.472284",https://api.themeparks.wiki/v1/entity/61079a31-4165-4fb0-b36f-c01c5971f80a,ea72aa9c-3d89-4593-9fe8-ff25c88289a8,Classic Comic Book Characters,SHOW,0.2327,28.46989,-81.47104,"https://www.google.com/maps/search/?api=1&query=28.46989,-81.47104",https://api.themeparks.wiki/v1/entity/ea72aa9c-3d89-4593-9fe8-ff25c88289a8
MANUAL_REVIEW,CANDIDATE_24,E.T. Adventure,Universal Studios Florida,65,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-07-departure.md,1e16afdd-15e3-4e4a-b3af-8aeebd7534f8,E.T. Adventure™,ATTRACTION,0.7857,28.4779505,-81.4670917,"https://www.google.com/maps/search/?api=1&query=28.4779505,-81.4670917",https://api.themeparks.wiki/v1/entity/1e16afdd-15e3-4e4a-b3af-8aeebd7534f8,41d282f8-2015-4caa-9591-9faa948e263e,Beat Builders,SHOW,0.2538,28.477544,-81.46916,"https://www.google.com/maps/search/?api=1&query=28.477544,-81.46916",https://api.themeparks.wiki/v1/entity/41d282f8-2015-4caa-9591-9faa948e263e,2436bad1-f319-44d5-98ac-a283b81956c6,The Bourne Stuntacular,SHOW,0.2484,28.475976,-81.466979,"https://www.google.com/maps/search/?api=1&query=28.475976,-81.466979",https://api.themeparks.wiki/v1/entity/2436bad1-f319-44d5-98ac-a283b81956c6
MANUAL_REVIEW,CANDIDATE_25,Fast & Furious - Supercharged,Universal Studios Florida,65,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-06-universal-studios.md,6a3ffac7-bef4-4a22-8ba6-f2963aac7f70,Fast & Furious - Supercharged™,ATTRACTION,0.8038,28.477888,-81.469458,"https://www.google.com/maps/search/?api=1&query=28.477888,-81.469458",https://api.themeparks.wiki/v1/entity/6a3ffac7-bef4-4a22-8ba6-f2963aac7f70,335480e2-3110-4e40-b7e0-5f078fedd7af,Universal Mega Movie Parade,SHOW,0.2095,28.47713,-81.46699,"https://www.google.com/maps/search/?api=1&query=28.47713,-81.46699",https://api.themeparks.wiki/v1/entity/335480e2-3110-4e40-b7e0-5f078fedd7af,333c6657-2a9f-4423-a7a2-bf0230bf669a,Shrek’s Swamp Meet,SHOW,0.2047,28.4781559,-81.4669,"https://www.google.com/maps/search/?api=1&query=28.4781559,-81.4669",https://api.themeparks.wiki/v1/entity/333c6657-2a9f-4423-a7a2-bf0230bf669a
MANUAL_REVIEW,CANDIDATE_26,Harry Potter and the Escape from Gringotts,Universal Studios Florida,65,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-07-departure.md,70ac72a3-9675-4c41-a1b1-e4801072927a,Harry Potter and the Escape from Gringotts™,ATTRACTION,0.8859,28.479719,-81.469922,"https://www.google.com/maps/search/?api=1&query=28.479719,-81.469922",https://api.themeparks.wiki/v1/entity/70ac72a3-9675-4c41-a1b1-e4801072927a,f44a531c-09cf-40c4-b2d4-236e8a9285dc,Hogwarts™ Express - First Train,ATTRACTION,0.2426,28.475957,-81.47126,"https://www.google.com/maps/search/?api=1&query=28.475957,-81.47126",https://api.themeparks.wiki/v1/entity/f44a531c-09cf-40c4-b2d4-236e8a9285dc,14af192d-dfce-4bdb-bf5c-1c1957499a6a,Meet SpongeBob SquarePants and Friends,SHOW,0.2376,28.477885,-81.467342,"https://www.google.com/maps/search/?api=1&query=28.477885,-81.467342",https://api.themeparks.wiki/v1/entity/14af192d-dfce-4bdb-bf5c-1c1957499a6a
MANUAL_REVIEW,CANDIDATE_27,Hogwarts Express - King's Cross Station,Universal Studios Florida,65,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-07-departure.md,f0750e5e-7629-4c53-99d2-e0924a8afeed,Hogwarts Express™ - King's Cross Station,ATTRACTION,0.7855,28.479079,-81.46944,"https://www.google.com/maps/search/?api=1&query=28.479079,-81.46944",https://api.themeparks.wiki/v1/entity/f0750e5e-7629-4c53-99d2-e0924a8afeed,2122adff-52a3-49ca-9d20-5a6faafc8c77,Hogwarts™ Express - Last Train,ATTRACTION,0.3556,28.475957,-81.47126,"https://www.google.com/maps/search/?api=1&query=28.475957,-81.47126",https://api.themeparks.wiki/v1/entity/2122adff-52a3-49ca-9d20-5a6faafc8c77,f44a531c-09cf-40c4-b2d4-236e8a9285dc,Hogwarts™ Express - First Train,ATTRACTION,0.3508,28.475957,-81.47126,"https://www.google.com/maps/search/?api=1&query=28.475957,-81.47126",https://api.themeparks.wiki/v1/entity/f44a531c-09cf-40c4-b2d4-236e8a9285dc
AUTO_RECOMMENDED,CANDIDATE_28,Illumination's Villain-Con Minion Blast,Universal Studios Florida,65,12107,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-06-universal-studios.md,25d47d04-a917-405a-9904-9be2b499b2dd,Illumination's Villain-Con Minion Blast,ATTRACTION,1,28.475647291614678,-81.46796681,"https://www.google.com/maps/search/?api=1&query=28.475647291614678,-81.46796680511655",https://api.themeparks.wiki/v1/entity/25d47d04-a917-405a-9904-9be2b499b2dd,17dd3a01-3127-4e22-8d73-35680fa8b034,Illumination Theater,SHOW,0.3297,28.475880741323994,-81.46833993,"https://www.google.com/maps/search/?api=1&query=28.475880741323994,-81.4683399259803",https://api.themeparks.wiki/v1/entity/17dd3a01-3127-4e22-8d73-35680fa8b034,7288f24a-396e-4eeb-bb3b-4a90e65269f2,Despicable Me Minion Mayhem™,ATTRACTION,0.2492,28.475427896910254,-81.46792603,"https://www.google.com/maps/search/?api=1&query=28.475427896910254,-81.467926026341",https://api.themeparks.wiki/v1/entity/7288f24a-396e-4eeb-bb3b-4a90e65269f2
AUTO_RECOMMENDED,CANDIDATE_29,Kang & Kodos' Twirl 'n' Hurl,Universal Studios Florida,65,5995,,,NONE,CANDIDATE_1,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-06-universal-studios.md,96e71193-49f0-40b2-9bba-644e530d8115,Kang & Kodos' Twirl 'n' Hurl,ATTRACTION,1,28.479352,-81.467877,"https://www.google.com/maps/search/?api=1&query=28.479352,-81.467877",https://api.themeparks.wiki/v1/entity/96e71193-49f0-40b2-9bba-644e530d8115,703771a5-04fc-4e37-8cde-1c0e8329238a,King Harold’s Swamp Symphony,ATTRACTION,0.2373,28.47828,-81.46692,"https://www.google.com/maps/search/?api=1&query=28.47828,-81.46692",https://api.themeparks.wiki/v1/entity/703771a5-04fc-4e37-8cde-1c0e8329238a,fa701040-b46a-4291-afb9-b8dc2c8e9a16,¡Vamos! – Báilalo,SHOW,0.2139,28.477172,-81.469199,"https://www.google.com/maps/search/?api=1&query=28.477172,-81.469199",https://api.themeparks.wiki/v1/entity/fa701040-b46a-4291-afb9-b8dc2c8e9a16
MANUAL_REVIEW,CANDIDATE_30,MEN IN BLACK Alien Attack!,Universal Studios Florida,65,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-07-departure.md,91cae293-64f8-48b6-88ec-02dcfcdd1f91,MEN IN BLACK™ Alien Attack!™,ATTRACTION,0.7,28.480441,-81.468043,"https://www.google.com/maps/search/?api=1&query=28.480441,-81.468043",https://api.themeparks.wiki/v1/entity/91cae293-64f8-48b6-88ec-02dcfcdd1f91,e99b72a6-37d0-46df-ab11-e9ff6603f259,Ollivanders™ Experience in Diagon Alley™,SHOW,0.2523,28.47964,-81.46973,"https://www.google.com/maps/search/?api=1&query=28.47964,-81.46973",https://api.themeparks.wiki/v1/entity/e99b72a6-37d0-46df-ab11-e9ff6603f259,335480e2-3110-4e40-b7e0-5f078fedd7af,Universal Mega Movie Parade,SHOW,0.2095,28.47713,-81.46699,"https://www.google.com/maps/search/?api=1&query=28.47713,-81.46699",https://api.themeparks.wiki/v1/entity/335480e2-3110-4e40-b7e0-5f078fedd7af
MANUAL_REVIEW,CANDIDATE_31,Ollivanders Experience in Diagon Alley,Universal Studios Florida,65,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-06-universal-studios.md,e99b72a6-37d0-46df-ab11-e9ff6603f259,Ollivanders™ Experience in Diagon Alley™,SHOW,0.6725,28.47964,-81.46973,"https://www.google.com/maps/search/?api=1&query=28.47964,-81.46973",https://api.themeparks.wiki/v1/entity/e99b72a6-37d0-46df-ab11-e9ff6603f259,7288f24a-396e-4eeb-bb3b-4a90e65269f2,Despicable Me Minion Mayhem™,ATTRACTION,0.2627,28.475427896910254,-81.46792603,"https://www.google.com/maps/search/?api=1&query=28.475427896910254,-81.467926026341",https://api.themeparks.wiki/v1/entity/7288f24a-396e-4eeb-bb3b-4a90e65269f2,f0750e5e-7629-4c53-99d2-e0924a8afeed,Hogwarts Express™ - King's Cross Station,ATTRACTION,0.2286,28.479079,-81.46944,"https://www.google.com/maps/search/?api=1&query=28.479079,-81.46944",https://api.themeparks.wiki/v1/entity/f0750e5e-7629-4c53-99d2-e0924a8afeed
MANUAL_REVIEW,CANDIDATE_32,Race Through New York Starring Jimmy Fallon,Universal Studios Florida,65,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-06-universal-studios.md,625a3cc3-7d7e-468b-96fe-1ec00df7b739,Race Through New York Starring Jimmy Fallon™,ATTRACTION,0.9,28.475881,-81.469363,"https://www.google.com/maps/search/?api=1&query=28.475881,-81.469363",https://api.themeparks.wiki/v1/entity/625a3cc3-7d7e-468b-96fe-1ec00df7b739,c85d936f-c5b7-490b-880b-6f0bf44ba557,DreamWorks Imagination Celebration,SHOW,0.1857,28.4789917,-81.4668949,"https://www.google.com/maps/search/?api=1&query=28.4789917,-81.4668949",https://api.themeparks.wiki/v1/entity/c85d936f-c5b7-490b-880b-6f0bf44ba557,70ac72a3-9675-4c41-a1b1-e4801072927a,Harry Potter and the Escape from Gringotts™,ATTRACTION,0.1723,28.479719,-81.469922,"https://www.google.com/maps/search/?api=1&query=28.479719,-81.469922",https://api.themeparks.wiki/v1/entity/70ac72a3-9675-4c41-a1b1-e4801072927a
MANUAL_REVIEW,CANDIDATE_33,Revenge of the Mummy,Universal Studios Florida,65,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-07-departure.md,ec25d9a7-b4d4-4ebf-a6c4-c18389351764,Revenge of the Mummy™,ATTRACTION,0.7926,28.4766,-81.46954,"https://www.google.com/maps/search/?api=1&query=28.4766,-81.46954",https://api.themeparks.wiki/v1/entity/ec25d9a7-b4d4-4ebf-a6c4-c18389351764,1e16afdd-15e3-4e4a-b3af-8aeebd7534f8,E.T. Adventure™,ATTRACTION,0.2129,28.4779505,-81.4670917,"https://www.google.com/maps/search/?api=1&query=28.4779505,-81.4670917",https://api.themeparks.wiki/v1/entity/1e16afdd-15e3-4e4a-b3af-8aeebd7534f8,ec4c8603-5ccd-4af2-a7b1-0684664c0bc1,The Tales of Beedle the Bard,SHOW,0.2111,28.479921,-81.469499,"https://www.google.com/maps/search/?api=1&query=28.479921,-81.469499",https://api.themeparks.wiki/v1/entity/ec4c8603-5ccd-4af2-a7b1-0684664c0bc1
MANUAL_REVIEW,CANDIDATE_34,TRANSFORMERS The Ride-3D,Universal Studios Florida,65,,,,NONE,,Compare the LIVE_RIDE_NAME to candidate name; confirm the candidate is the same attraction in the PARK shown; prefer an ATTRACTION entrance location.,,,,docs/universal/day-06-universal-studios.md,750939c5-a69e-408a-8d55-66c272fa265e,TRANSFORMERS™ The Ride-3D,ATTRACTION,0.6988,28.47669,-81.46856,"https://www.google.com/maps/search/?api=1&query=28.47669,-81.46856",https://api.themeparks.wiki/v1/entity/750939c5-a69e-408a-8d55-66c272fa265e,a492aa01-6f29-43f0-9aec-8adcb8da4674,Meet The TRANSFORMERS™,SHOW,0.3385,28.476183,-81.468079,"https://www.google.com/maps/search/?api=1&query=28.476183,-81.468079",https://api.themeparks.wiki/v1/entity/a492aa01-6f29-43f0-9aec-8adcb8da4674,e0458a57-04cc-4de7-a79d-556bd8488dd6,Summer Music Series,SHOW,0.2538,28.473249,-81.466176,"https://www.google.com/maps/search/?api=1&query=28.473249,-81.466176",https://api.themeparks.wiki/v1/entity/e0458a57-04cc-4de7-a79d-556bd8488dd6
